OrderID,CustomerID,OrderDate,TotalAmount
69,8727,2023-01-03 20:00:00,4400
70,9801,2023-01-03 21:00:00,1831
71,2399,2023-01-03 22:00:00,957
72,7196,2023-01-03 23:00:00,1890
73,4633,2023-01-04 00:00:00,2051
74,7233,2023-01-04 01:00:00,2891
75,8656,2023-01-04 02:00:00,902
76,23,2023-01-04 03:00:00,2028
77,8881,2023-01-04 04:00:00,3656
78,1287,2023-01-04 05:00:00,2577
79,3861,2023-01-04 06:00:00,4941
80,737,2023-01-04 07:00:00,3883
81,6885,2023-01-04 08:00:00,80
82,9533,2023-01-04 09:00:00,2156
83,2378,2023-01-04 10:00:00,2037
84,8388,2023-01-04 11:00:00,3169
85,5629,2023-01-04 12:00:00,3831
86,9697,2023-01-04 13:00:00,89
87,2116,2023-01-04 14:00:00,4800
88,5393,2023-01-04 15:00:00,2691
89,5419,2023-01-04 16:00:00,1615
90,2919,2023-01-04 17:00:00,1274
91,8024,2023-01-04 18:00:00,2533
92,9063,2023-01-04 19:00:00,1041
93,8377,2023-01-04 20:00:00,4547
94,9882,2023-01-04 21:00:00,4389
95,1213,2023-01-04 22:00:00,3196
96,6225,2023-01-04 23:00:00,252
97,8690,2023-01-05 00:00:00,1207
98,1566,2023-01-05 01:00:00,4918
99,9855,2023-01-05 02:00:00,4825
100,8410,2023-01-05 03:00:00,868
101,4621,2023-01-05 04:00:00,1649
102,9554,2023-01-05 05:00:00,1670
103,6613,2023-01-05 06:00:00,1891
104,7540,2023-01-05 07:00:00,2321
105,1506,2023-01-05 08:00:00,711
106,6323,2023-01-05 09:00:00,27
107,8989,2023-01-05 10:00:00,2102
108,4957,2023-01-05 11:00:00,4917
109,6766,2023-01-05 12:00:00,1181
110,2252,2023-01-05 13:00:00,1723
111,6671,2023-01-05 14:00:00,3399
112,7090,2023-01-05 15:00:00,159
113,4962,2023-01-05 16:00:00,3452
114,9225,2023-01-05 17:00:00,2222
115,3185,2023-01-05 18:00:00,678
116,5749,2023-01-05 19:00:00,4428
117,8532,2023-01-05 20:00:00,4681
118,4926,2023-01-05 21:00:00,3457
119,489,2023-01-05 22:00:00,2768
120,9538,2023-01-05 23:00:00,421
121,8983,2023-01-06 00:00:00,871
122,7266,2023-01-06 01:00:00,2728
123,5372,2023-01-06 02:00:00,3888
124,1187,2023-01-06 03:00:00,3198
125,5278,2023-01-06 04:00:00,802
126,6723,2023-01-06 05:00:00,362
127,4408,2023-01-06 06:00:00,1806
128,6434,2023-01-06 07:00:00,2923
129,7942,2023-01-06 08:00:00,4691
130,3270,2023-01-06 09:00:00,801
131,1707,2023-01-06 10:00:00,3768
132,3600,2023-01-06 11:00:00,1358
133,703,2023-01-06 12:00:00,3816
134,5657,2023-01-06 13:00:00,2890
135,1274,2023-01-06 14:00:00,711
136,539,2023-01-06 15:00:00,3898
137,4213,2023-01-06 16:00:00,3936
138,2940,2023-01-06 17:00:00,678
139,486,2023-01-06 18:00:00,203
140,1387,2023-01-06 19:00:00,1223
141,1050,2023-01-06 20:00:00,2164
142,784,2023-01-06 21:00:00,1723
143,2925,2023-01-06 22:00:00,4451
144,8812,2023-01-06 23:00:00,3272
145,8178,2023-01-07 00:00:00,422
146,7770,2023-01-07 01:00:00,255
147,5613,2023-01-07 02:00:00,625
148,8062,2023-01-07 03:00:00,242
149,7290,2023-01-07 04:00:00,4030
150,3533,2023-01-07 05:00:00,642
151,8025,2023-01-07 06:00:00,3354
152,4525,2023-01-07 07:00:00,1853
153,1805,2023-01-07 08:00:00,2129
154,6396,2023-01-07 09:00:00,1272
155,9291,2023-01-07 10:00:00,258
156,8304,2023-01-07 11:00:00,3861
157,7831,2023-01-07 12:00:00,1593
158,970,2023-01-07 13:00:00,4722
159,1634,2023-01-07 14:00:00,2452
160,8552,2023-01-07 15:00:00,1184
161,4863,2023-01-07 16:00:00,4687
162,919,2023-01-07 17:00:00,996
163,168,2023-01-07 18:00:00,979
164,3322,2023-01-07 19:00:00,3198
165,6190,2023-01-07 20:00:00,2354
166,5138,2023-01-07 21:00:00,4106
167,4975,2023-01-07 22:00:00,3444
168,8950,2023-01-07 23:00:00,3304
169,4784,2023-01-08 00:00:00,906
170,4494,2023-01-08 01:00:00,713
171,1974,2023-01-08 02:00:00,200
172,98,2023-01-08 03:00:00,1208
173,3077,2023-01-08 04:00:00,3187
174,2207,2023-01-08 05:00:00,3094
175,8131,2023-01-08 06:00:00,1532
176,87,2023-01-08 07:00:00,3296
177,9959,2023-01-08 08:00:00,2462
178,6316,2023-01-08 09:00:00,4413
179,3648,2023-01-08 10:00:00,1209
180,3678,2023-01-08 11:00:00,3755
181,8874,2023-01-08 12:00:00,3996
182,7646,2023-01-08 13:00:00,3493
183,8327,2023-01-08 14:00:00,4098
184,6213,2023-01-08 15:00:00,2207
185,6961,2023-01-08 16:00:00,3394
186,3790,2023-01-08 17:00:00,2817
187,8927,2023-01-08 18:00:00,1254
188,1134,2023-01-08 19:00:00,1672
189,3099,2023-01-08 20:00:00,29
190,3472,2023-01-08 21:00:00,3591
191,5440,2023-01-08 22:00:00,4186
192,3266,2023-01-08 23:00:00,3722
193,1969,2023-01-09 00:00:00,2327
194,7514,2023-01-09 01:00:00,4343
195,3145,2023-01-09 02:00:00,797
196,7092,2023-01-09 03:00:00,4495
197,1225,2023-01-09 04:00:00,2399
198,7813,2023-01-09 05:00:00,945
199,1188,2023-01-09 06:00:00,3660
200,7,2023-01-09 07:00:00,2484
201,2109,2023-01-09 08:00:00,184
202,5021,2023-01-09 09:00:00,2917
203,9630,2023-01-09 10:00:00,3287
204,936,2023-01-09 11:00:00,4354
205,7199,2023-01-09 12:00:00,2346
206,8752,2023-01-09 13:00:00,4109
207,5638,2023-01-09 14:00:00,2137
208,8638,2023-01-09 15:00:00,1818
209,1309,2023-01-09 16:00:00,4134
210,1417,2023-01-09 17:00:00,2305
211,5046,2023-01-09 18:00:00,3464
212,1906,2023-01-09 19:00:00,3406
213,8522,2023-01-09 20:00:00,2137
214,7301,2023-01-09 21:00:00,217
215,7783,2023-01-09 22:00:00,3353
216,6103,2023-01-09 23:00:00,2911
217,3398,2023-01-10 00:00:00,213
218,3679,2023-01-10 01:00:00,151
219,9746,2023-01-10 02:00:00,1113
220,6031,2023-01-10 03:00:00,786
221,3003,2023-01-10 04:00:00,3788
222,6623,2023-01-10 05:00:00,2813
223,2566,2023-01-10 06:00:00,1488
224,2584,2023-01-10 07:00:00,2438
225,5852,2023-01-10 08:00:00,249
226,7498,2023-01-10 09:00:00,4870
227,1815,2023-01-10 10:00:00,3664
228,3919,2023-01-10 11:00:00,3419
229,6512,2023-01-10 12:00:00,3304
230,3214,2023-01-10 13:00:00,2250
231,3888,2023-01-10 14:00:00,2422
232,7758,2023-01-10 15:00:00,4680
233,1223,2023-01-10 16:00:00,1638
234,5747,2023-01-10 17:00:00,833
235,3108,2023-01-10 18:00:00,3268
236,2514,2023-01-10 19:00:00,4566
237,4853,2023-01-10 20:00:00,506
238,4977,2023-01-10 21:00:00,1710
239,4984,2023-01-10 22:00:00,3340
240,4139,2023-01-10 23:00:00,2020
241,1321,2023-01-11 00:00:00,4322
242,2367,2023-01-11 01:00:00,1287
243,4314,2023-01-11 02:00:00,698
244,2536,2023-01-11 03:00:00,2281
245,6290,2023-01-11 04:00:00,1127
246,2376,2023-01-11 05:00:00,3126
247,2614,2023-01-11 06:00:00,2882
248,4386,2023-01-11 07:00:00,4184
249,9855,2023-01-11 08:00:00,2261
250,225,2023-01-11 09:00:00,2364
251,7397,2023-01-11 10:00:00,576
252,2801,2023-01-11 11:00:00,3367
253,1281,2023-01-11 12:00:00,1675
254,522,2023-01-11 13:00:00,986
255,1619,2023-01-11 14:00:00,311
256,7807,2023-01-11 15:00:00,4718
257,1602,2023-01-11 16:00:00,4441
258,2307,2023-01-11 17:00:00,1195
259,7823,2023-01-11 18:00:00,695
260,9408,2023-01-11 19:00:00,3303
261,943,2023-01-11 20:00:00,200
262,3932,2023-01-11 21:00:00,380
263,9346,2023-01-11 22:00:00,2491
264,3750,2023-01-11 23:00:00,629
265,8453,2023-01-12 00:00:00,349
266,8582,2023-01-12 01:00:00,1269
267,4741,2023-01-12 02:00:00,4278
268,408,2023-01-12 03:00:00,1875
269,2044,2023-01-12 04:00:00,832
270,5273,2023-01-12 05:00:00,512
271,8759,2023-01-12 06:00:00,1849
272,5758,2023-01-12 07:00:00,490
273,1980,2023-01-12 08:00:00,1400
274,6165,2023-01-12 09:00:00,4456
275,3839,2023-01-12 10:00:00,2222
276,7141,2023-01-12 11:00:00,4875
277,2316,2023-01-12 12:00:00,3284
278,8293,2023-01-12 13:00:00,2652
279,4757,2023-01-12 14:00:00,3350
280,6797,2023-01-12 15:00:00,3321
281,33,2023-01-12 16:00:00,4341
282,4332,2023-01-12 17:00:00,3313
283,6891,2023-01-12 18:00:00,1059
284,8524,2023-01-12 19:00:00,3888
285,3517,2023-01-12 20:00:00,2009
286,4582,2023-01-12 21:00:00,2785
287,4216,2023-01-12 22:00:00,2525
288,158,2023-01-12 23:00:00,2283
289,4946,2023-01-13 00:00:00,631
290,3629,2023-01-13 01:00:00,2603
291,3783,2023-01-13 02:00:00,1818
292,3822,2023-01-13 03:00:00,4548
293,2689,2023-01-13 04:00:00,4355
294,8885,2023-01-13 05:00:00,4091
295,9244,2023-01-13 06:00:00,4931
296,5045,2023-01-13 07:00:00,121
297,7847,2023-01-13 08:00:00,684
298,5386,2023-01-13 09:00:00,3134
299,2099,2023-01-13 10:00:00,1610
300,2157,2023-01-13 11:00:00,2388
301,5455,2023-01-13 12:00:00,4528
302,8326,2023-01-13 13:00:00,947
303,3751,2023-01-13 14:00:00,4056
304,2128,2023-01-13 15:00:00,4149
305,2386,2023-01-13 16:00:00,1870
306,5601,2023-01-13 17:00:00,464
307,7032,2023-01-13 18:00:00,4295
308,7457,2023-01-13 19:00:00,1874
309,7763,2023-01-13 20:00:00,1709
310,4198,2023-01-13 21:00:00,736
311,4427,2023-01-13 22:00:00,988
312,2279,2023-01-13 23:00:00,4427
313,1475,2023-01-14 00:00:00,4121
314,5990,2023-01-14 01:00:00,2615
315,7489,2023-01-14 02:00:00,657
316,9241,2023-01-14 03:00:00,4573
317,416,2023-01-14 04:00:00,1784
318,5508,2023-01-14 05:00:00,2638
319,2167,2023-01-14 06:00:00,3571
320,5783,2023-01-14 07:00:00,2135
321,2379,2023-01-14 08:00:00,139
322,8854,2023-01-14 09:00:00,867
323,7294,2023-01-14 10:00:00,894
324,289,2023-01-14 11:00:00,3014
325,2601,2023-01-14 12:00:00,3077
326,1726,2023-01-14 13:00:00,3336
327,6054,2023-01-14 14:00:00,3671
328,8767,2023-01-14 15:00:00,1884
329,717,2023-01-14 16:00:00,1340
330,3413,2023-01-14 17:00:00,1758
331,5324,2023-01-14 18:00:00,4040
332,2394,2023-01-14 19:00:00,953
333,4081,2023-01-14 20:00:00,2695
334,1013,2023-01-14 21:00:00,3696
335,6249,2023-01-14 22:00:00,2681
336,2361,2023-01-14 23:00:00,1391
337,1947,2023-01-15 00:00:00,294
338,3513,2023-01-15 01:00:00,2697
339,8119,2023-01-15 02:00:00,3156
340,5600,2023-01-15 03:00:00,88
341,1352,2023-01-15 04:00:00,2794
342,3076,2023-01-15 05:00:00,4424
343,3905,2023-01-15 06:00:00,2214
344,7861,2023-01-15 07:00:00,597
345,528,2023-01-15 08:00:00,4291
346,5648,2023-01-15 09:00:00,2268
347,5161,2023-01-15 10:00:00,3427
348,9474,2023-01-15 11:00:00,3218
349,5486,2023-01-15 12:00:00,1194
350,3280,2023-01-15 13:00:00,1204
351,7411,2023-01-15 14:00:00,249
352,6733,2023-01-15 15:00:00,1965
353,4017,2023-01-15 16:00:00,4004
354,3937,2023-01-15 17:00:00,1224
355,1045,2023-01-15 18:00:00,865
356,3440,2023-01-15 19:00:00,3808
357,313,2023-01-15 20:00:00,446
358,8508,2023-01-15 21:00:00,3173
359,1891,2023-01-15 22:00:00,1447
360,4222,2023-01-15 23:00:00,497
361,6979,2023-01-16 00:00:00,1974
362,8688,2023-01-16 01:00:00,1076
363,9173,2023-01-16 02:00:00,4865
364,4840,2023-01-16 03:00:00,2660
365,4796,2023-01-16 04:00:00,2934
366,2029,2023-01-16 05:00:00,3551
367,2908,2023-01-16 06:00:00,533
368,3144,2023-01-16 07:00:00,3509
369,8920,2023-01-16 08:00:00,4447
370,5391,2023-01-16 09:00:00,1459
371,7575,2023-01-16 10:00:00,552
372,9660,2023-01-16 11:00:00,2072
373,9307,2023-01-16 12:00:00,3946
374,1678,2023-01-16 13:00:00,4419
375,2044,2023-01-16 14:00:00,2931
376,7682,2023-01-16 15:00:00,3288
377,3115,2023-01-16 16:00:00,1297
378,4167,2023-01-16 17:00:00,886
379,4854,2023-01-16 18:00:00,2905
380,8096,2023-01-16 19:00:00,2073
381,8299,2023-01-16 20:00:00,4257
382,6600,2023-01-16 21:00:00,4490
383,2342,2023-01-16 22:00:00,1726
384,6320,2023-01-16 23:00:00,2176
385,9323,2023-01-17 00:00:00,2277
386,1110,2023-01-17 01:00:00,1245
387,1251,2023-01-17 02:00:00,1453
388,6473,2023-01-17 03:00:00,2069
389,7409,2023-01-17 04:00:00,1841
390,3074,2023-01-17 05:00:00,2810
391,5371,2023-01-17 06:00:00,2833
392,5546,2023-01-17 07:00:00,1154
393,8273,2023-01-17 08:00:00,1996
394,916,2023-01-17 09:00:00,1276
395,262,2023-01-17 10:00:00,2254
396,5515,2023-01-17 11:00:00,3033
397,3320,2023-01-17 12:00:00,4326
398,8151,2023-01-17 13:00:00,2389
399,3041,2023-01-17 14:00:00,226
400,4904,2023-01-17 15:00:00,3998
401,2663,2023-01-17 16:00:00,1133
402,6959,2023-01-17 17:00:00,4180
403,6242,2023-01-17 18:00:00,1042
404,5265,2023-01-17 19:00:00,2544
405,6938,2023-01-17 20:00:00,1484
406,1973,2023-01-17 21:00:00,389
407,2175,2023-01-17 22:00:00,2740
408,1328,2023-01-17 23:00:00,2721
409,4891,2023-01-18 00:00:00,4547
410,6723,2023-01-18 01:00:00,2306
411,7315,2023-01-18 02:00:00,4408
412,9032,2023-01-18 03:00:00,1861
413,7249,2023-01-18 04:00:00,4816
414,6727,2023-01-18 05:00:00,344
415,548,2023-01-18 06:00:00,4545
416,5730,2023-01-18 07:00:00,4469
417,5553,2023-01-18 08:00:00,1698
418,3877,2023-01-18 09:00:00,1539
419,5882,2023-01-18 10:00:00,4408
420,9518,2023-01-18 11:00:00,2862
421,3792,2023-01-18 12:00:00,2691
422,2872,2023-01-18 13:00:00,1300
423,7543,2023-01-18 14:00:00,4496
424,575,2023-01-18 15:00:00,244
425,1102,2023-01-18 16:00:00,922
426,8222,2023-01-18 17:00:00,4786
427,1376,2023-01-18 18:00:00,626
428,5235,2023-01-18 19:00:00,4558
429,3949,2023-01-18 20:00:00,4297
430,6875,2023-01-18 21:00:00,3591
431,3805,2023-01-18 22:00:00,461
432,4465,2023-01-18 23:00:00,2675
433,5846,2023-01-19 00:00:00,4382
434,3732,2023-01-19 01:00:00,3626
435,7526,2023-01-19 02:00:00,2997
436,4398,2023-01-19 03:00:00,820
437,7888,2023-01-19 04:00:00,2532
438,5791,2023-01-19 05:00:00,1012
439,3751,2023-01-19 06:00:00,2199
440,3135,2023-01-19 07:00:00,944
441,1300,2023-01-19 08:00:00,2045
442,4607,2023-01-19 09:00:00,1794
443,887,2023-01-19 10:00:00,4990
444,9751,2023-01-19 11:00:00,2170
445,2047,2023-01-19 12:00:00,4797
446,4891,2023-01-19 13:00:00,3046
447,7003,2023-01-19 14:00:00,3276
448,6602,2023-01-19 15:00:00,2133
449,5968,2023-01-19 16:00:00,2202
450,5528,2023-01-19 17:00:00,4172
451,7895,2023-01-19 18:00:00,809
452,5897,2023-01-19 19:00:00,713
453,3458,2023-01-19 20:00:00,1703
454,7558,2023-01-19 21:00:00,3927
455,3299,2023-01-19 22:00:00,2966
456,7503,2023-01-19 23:00:00,4581
457,5277,2023-01-20 00:00:00,1043
458,1527,2023-01-20 01:00:00,1485
459,2151,2023-01-20 02:00:00,46
460,2157,2023-01-20 03:00:00,791
461,2795,2023-01-20 04:00:00,4334
462,4244,2023-01-20 05:00:00,3823
463,6827,2023-01-20 06:00:00,1897
464,3043,2023-01-20 07:00:00,1213
465,6696,2023-01-20 08:00:00,1456
466,6893,2023-01-20 09:00:00,1635
467,4092,2023-01-20 10:00:00,2486
468,3235,2023-01-20 11:00:00,3878
469,436,2023-01-20 12:00:00,3207
470,9650,2023-01-20 13:00:00,2018
471,2373,2023-01-20 14:00:00,3036
472,112,2023-01-20 15:00:00,2528
473,3035,2023-01-20 16:00:00,1022
474,5575,2023-01-20 17:00:00,168
475,5889,2023-01-20 18:00:00,1921
476,9289,2023-01-20 19:00:00,2260
477,8175,2023-01-20 20:00:00,3324
478,5050,2023-01-20 21:00:00,1760
479,7361,2023-01-20 22:00:00,4277
480,9489,2023-01-20 23:00:00,3043
481,958,2023-01-21 00:00:00,4668
482,4832,2023-01-21 01:00:00,4436
483,4969,2023-01-21 02:00:00,399
484,8286,2023-01-21 03:00:00,2830
485,2767,2023-01-21 04:00:00,1833
486,6826,2023-01-21 05:00:00,720
487,668,2023-01-21 06:00:00,1169
488,7924,2023-01-21 07:00:00,600
489,515,2023-01-21 08:00:00,1565
490,9436,2023-01-21 09:00:00,4054
491,4290,2023-01-21 10:00:00,1289
492,812,2023-01-21 11:00:00,431
493,5708,2023-01-21 12:00:00,1816
494,5850,2023-01-21 13:00:00,2623
495,6073,2023-01-21 14:00:00,4464
496,1521,2023-01-21 15:00:00,1840
497,5750,2023-01-21 16:00:00,1505
498,1479,2023-01-21 17:00:00,1335
499,2002,2023-01-21 18:00:00,3382
500,5819,2023-01-21 19:00:00,4484
501,9224,2023-01-21 20:00:00,1315
502,2139,2023-01-21 21:00:00,2211
503,3070,2023-01-21 22:00:00,1596
504,351,2023-01-21 23:00:00,4635
505,2306,2023-01-22 00:00:00,1353
506,7209,2023-01-22 01:00:00,2443
507,6871,2023-01-22 02:00:00,2844
508,4792,2023-01-22 03:00:00,3065
509,1265,2023-01-22 04:00:00,3285
510,1558,2023-01-22 05:00:00,530
511,4961,2023-01-22 06:00:00,2388
512,6389,2023-01-22 07:00:00,1519
513,8978,2023-01-22 08:00:00,875
514,6735,2023-01-22 09:00:00,1970
515,3907,2023-01-22 10:00:00,4047
516,8058,2023-01-22 11:00:00,3336
517,3434,2023-01-22 12:00:00,606
518,666,2023-01-22 13:00:00,381
519,8753,2023-01-22 14:00:00,1692
520,3658,2023-01-22 15:00:00,4831
521,4149,2023-01-22 16:00:00,1026
522,6904,2023-01-22 17:00:00,4688
523,5300,2023-01-22 18:00:00,4067
524,1543,2023-01-22 19:00:00,3353
525,718,2023-01-22 20:00:00,4416
526,3140,2023-01-22 21:00:00,2616
527,2921,2023-01-22 22:00:00,1901
528,655,2023-01-22 23:00:00,3292
529,9324,2023-01-23 00:00:00,4729
530,6329,2023-01-23 01:00:00,4086
531,9968,2023-01-23 02:00:00,4012
532,7891,2023-01-23 03:00:00,2629
533,6734,2023-01-23 04:00:00,4623
534,3812,2023-01-23 05:00:00,910
535,1750,2023-01-23 06:00:00,2866
536,5818,2023-01-23 07:00:00,1715
537,6112,2023-01-23 08:00:00,4998
538,1082,2023-01-23 09:00:00,835
539,6775,2023-01-23 10:00:00,518
540,5364,2023-01-23 11:00:00,1700
541,3202,2023-01-23 12:00:00,3280
542,6999,2023-01-23 13:00:00,1356
543,5332,2023-01-23 14:00:00,4569
544,9272,2023-01-23 15:00:00,268
545,291,2023-01-23 16:00:00,1716
546,6961,2023-01-23 17:00:00,678
547,5739,2023-01-23 18:00:00,4790
548,3424,2023-01-23 19:00:00,708
549,3500,2023-01-23 20:00:00,2297
550,8174,2023-01-23 21:00:00,1719
551,7805,2023-01-23 22:00:00,243
552,5569,2023-01-23 23:00:00,1779
553,844,2023-01-24 00:00:00,3835
554,914,2023-01-24 01:00:00,73
555,4440,2023-01-24 02:00:00,719
556,5668,2023-01-24 03:00:00,605
557,7897,2023-01-24 04:00:00,3391
558,3991,2023-01-24 05:00:00,4404
559,9169,2023-01-24 06:00:00,1471
560,1201,2023-01-24 07:00:00,330
561,7390,2023-01-24 08:00:00,2525
562,1649,2023-01-24 09:00:00,1142
563,122,2023-01-24 10:00:00,361
564,4371,2023-01-24 11:00:00,4678
565,9152,2023-01-24 12:00:00,1002
566,3816,2023-01-24 13:00:00,3738
567,4408,2023-01-24 14:00:00,3816
568,1353,2023-01-24 15:00:00,1428
569,5223,2023-01-24 16:00:00,476
570,688,2023-01-24 17:00:00,1669
571,856,2023-01-24 18:00:00,1730
572,4437,2023-01-24 19:00:00,1602
573,22,2023-01-24 20:00:00,384
574,7318,2023-01-24 21:00:00,1188
575,2005,2023-01-24 22:00:00,164
576,6713,2023-01-24 23:00:00,1086
577,6814,2023-01-25 00:00:00,991
578,970,2023-01-25 01:00:00,1596
579,3779,2023-01-25 02:00:00,4244
580,7335,2023-01-25 03:00:00,4173
581,8537,2023-01-25 04:00:00,4169
582,9922,2023-01-25 05:00:00,1267
583,5581,2023-01-25 06:00:00,3806
584,8078,2023-01-25 07:00:00,152
585,3332,2023-01-25 08:00:00,3665
586,4296,2023-01-25 09:00:00,1286
587,6149,2023-01-25 10:00:00,229
588,6444,2023-01-25 11:00:00,4357
589,3308,2023-01-25 12:00:00,3301
590,5867,2023-01-25 13:00:00,3335
591,540,2023-01-25 14:00:00,833
592,5272,2023-01-25 15:00:00,3540
593,7173,2023-01-25 16:00:00,3469
594,1489,2023-01-25 17:00:00,2151
595,286,2023-01-25 18:00:00,1468
596,5734,2023-01-25 19:00:00,1715
597,6483,2023-01-25 20:00:00,1529
598,1238,2023-01-25 21:00:00,1978
599,113,2023-01-25 22:00:00,2156
600,4434,2023-01-25 23:00:00,3075
601,8282,2023-01-26 00:00:00,4294
602,6927,2023-01-26 01:00:00,1248
603,9692,2023-01-26 02:00:00,1574
604,1054,2023-01-26 03:00:00,2582
605,1564,2023-01-26 04:00:00,4231
606,8549,2023-01-26 05:00:00,3438
607,3727,2023-01-26 06:00:00,2468
608,6690,2023-01-26 07:00:00,4414
609,4555,2023-01-26 08:00:00,4784
610,8663,2023-01-26 09:00:00,4625
611,2915,2023-01-26 10:00:00,3199
612,2987,2023-01-26 11:00:00,3903
613,2621,2023-01-26 12:00:00,1027
614,7170,2023-01-26 13:00:00,559
615,9334,2023-01-26 14:00:00,231
616,4404,2023-01-26 15:00:00,4090
617,4660,2023-01-26 16:00:00,3913
618,1039,2023-01-26 17:00:00,1413
619,6568,2023-01-26 18:00:00,2799
620,55,2023-01-26 19:00:00,2596
621,8114,2023-01-26 20:00:00,1283
622,9494,2023-01-26 21:00:00,3493
623,7413,2023-01-26 22:00:00,1032
624,7126,2023-01-26 23:00:00,815
625,3468,2023-01-27 00:00:00,1223
626,1495,2023-01-27 01:00:00,3363
627,4134,2023-01-27 02:00:00,4200
628,3704,2023-01-27 03:00:00,3392
629,4866,2023-01-27 04:00:00,440
630,183,2023-01-27 05:00:00,2277
631,1237,2023-01-27 06:00:00,81
632,8813,2023-01-27 07:00:00,4120
633,9737,2023-01-27 08:00:00,4611
634,4128,2023-01-27 09:00:00,3198
635,235,2023-01-27 10:00:00,1566
636,73,2023-01-27 11:00:00,1770
637,5768,2023-01-27 12:00:00,750
638,1790,2023-01-27 13:00:00,198
639,8820,2023-01-27 14:00:00,548
640,8860,2023-01-27 15:00:00,1430
641,4024,2023-01-27 16:00:00,2619
642,8786,2023-01-27 17:00:00,355
643,2261,2023-01-27 18:00:00,2655
644,4263,2023-01-27 19:00:00,4873
645,7389,2023-01-27 20:00:00,1094
646,6546,2023-01-27 21:00:00,4756
647,6935,2023-01-27 22:00:00,4836
648,7457,2023-01-27 23:00:00,230
649,9161,2023-01-28 00:00:00,1687
650,8371,2023-01-28 01:00:00,1474
651,6315,2023-01-28 02:00:00,4164
652,6118,2023-01-28 03:00:00,460
653,2052,2023-01-28 04:00:00,570
654,4432,2023-01-28 05:00:00,471
655,8387,2023-01-28 06:00:00,3236
656,2941,2023-01-28 07:00:00,674
657,3629,2023-01-28 08:00:00,4362
658,7635,2023-01-28 09:00:00,687
659,5464,2023-01-28 10:00:00,2457
660,9424,2023-01-28 11:00:00,2020
661,3699,2023-01-28 12:00:00,4396
662,1960,2023-01-28 13:00:00,3642
663,1527,2023-01-28 14:00:00,4260
664,7840,2023-01-28 15:00:00,2530
665,6930,2023-01-28 16:00:00,4936
666,3520,2023-01-28 17:00:00,1413
667,1696,2023-01-28 18:00:00,1575
668,5897,2023-01-28 19:00:00,3434
669,7991,2023-01-28 20:00:00,3409
670,6467,2023-01-28 21:00:00,1914
671,377,2023-01-28 22:00:00,4383
672,779,2023-01-28 23:00:00,3046
673,5276,2023-01-29 00:00:00,931
674,3344,2023-01-29 01:00:00,4117
